player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,latitude,longitude,general_position
207616,https://sofifa.com/player/207616/adam-webster/190002,19.0,2.0,2018-08-21,A. Webster,Adam Webster,CB,72,77,3500000.0,20000.0,23,1995-01-04,191,75,1919.0,Bristol City,14.0,Championship,2.0,RCB,4.0,,2018-06-28,2022.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,7000000.0,,,68.0,29.0,52.0,66.0,71.0,72.0,44,26,76,65,27,65,27,25,70,70,67,69,61,59,66,37,76,67,75,32,69,75,26,39,24,73.0,68,71,67,10,8,14,7,12,,50+1,50+1,50+1,53,52,52,52,53,54+1,54+1,54+1,57+1,59+1,59+1,59+1,57+1,65+1,68+1,68+1,68+1,65+1,66+1,71+1,71+1,71+1,66+1,15+1,51.509865,-0.118092,DEF
201122,https://sofifa.com/player/201122/tomas-kalas/220002,22.0,2.0,2021-09-23,T. Kalas,Tomáš Kalas,"CB, RB",72,73,2200000.0,23000.0,28,1993-05-15,184,86,1919.0,Bristol City,14.0,Championship,2.0,RCB,22.0,,2019-07-01,2023.0,12,Czech Republic,1330.0,LCB,6.0,Right,3,2,1,Medium/High,Normal (170-185),No,4300000.0,,Dives Into Tackles (AI),71.0,48.0,54.0,64.0,71.0,76.0,52,38,74,66,24,61,25,18,60,64,70,72,67,70,67,66,84,74,79,57,70,72,46,48,53,72.0,69,71,73,8,8,9,7,7,,59+2,59+2,59+2,59,59,59,59,59,59+2,59+2,59+2,60+2,61+2,61+2,61+2,60+2,68+2,68+2,68+2,68+2,68+2,69+2,72+1,72+1,72+1,69+2,14+2,49.817492,15.472962,DEF
189235,https://sofifa.com/player/189235/jens-hegeler/180002,18.0,2.0,2017-09-18,J. Hegeler,Jens Hegeler,"CB, CDM, CM",72,72,2400000.0,30000.0,29,1988-01-22,193,86,1919.0,Bristol City,14.0,Championship,2.0,SUB,31.0,,2017-01-04,2019.0,21,Germany,,,,Right,3,3,1,Low/Medium,Lean (185+),No,4600000.0,,,51.0,63.0,69.0,68.0,72.0,71.0,62,55,73,71,50,69,64,74,73,71,52,51,59,72,50,74,60,73,75,69,62,69,67,68,79,73.0,72,76,67,13,15,11,14,8,,66+1,66+1,66+1,65,66,66,66,65,67+1,67+1,67+1,66+1,70+1,70+1,70+1,66+1,68+1,71+1,71+1,71+1,68+1,68+1,71+1,71+1,71+1,68+1,19+1,52.520008,13.404954,DEF
203505,https://sofifa.com/player/203505/joe-bryan/180002,18.0,2.0,2017-09-18,J. Bryan,Joe Bryan,"LB, LM, LWB, CM",72,79,3700000.0,20000.0,23,1993-09-17,170,72,1919.0,Bristol City,14.0,Championship,2.0,LB,3.0,,2011-06-01,2019.0,14,England,,,,Left,4,3,1,High/Medium,Normal (170-),No,7700000.0,,,85.0,60.0,65.0,70.0,69.0,74.0,67,61,68,66,45,68,65,57,62,67,84,85,82,67,85,60,90,81,75,61,61,68,63,65,61,65.0,65,73,69,13,14,14,9,14,,66+1,66+1,66+1,68,67,67,67,68,67+1,67+1,67+1,69+1,67+1,67+1,67+1,69+1,71+1,68+1,68+1,68+1,71+1,71+1,70+1,70+1,70+1,71+1,19+1,51.509865,-0.118092,DEF
232755,https://sofifa.com/player/232755/jay-dasilva/210002,21.0,2.0,2020-09-23,J. Dasilva,Jay Dasilva,"LWB, LB",72,83,5000000.0,24000.0,22,1998-04-22,170,64,1919.0,Bristol City,14.0,Championship,2.0,SUB,3.0,,2019-06-26,2023.0,14,England,,,,Left,3,3,1,High/Medium,Normal (170-),No,10100000.0,,Speed Dribbler (AI),85.0,40.0,60.0,74.0,67.0,62.0,66,35,53,67,34,73,58,52,49,72,91,80,83,65,84,50,71,70,57,38,62,67,58,54,43,65.0,66,73,68,13,15,12,8,5,,57+2,57+2,57+2,65,62,62,62,65,63+2,63+2,63+2,66+2,62+2,62+2,62+2,66+2,70+2,65+2,65+2,65+2,70+2,70+2,66+2,66+2,66+2,70+2,16+2,51.509865,-0.118092,DEF
220969,https://sofifa.com/player/220969/niclas-eliasson/210002,21.0,2.0,2020-09-23,N. Eliasson,Niclas Eliasson Santana,"RM, LM, CAM",72,77,3500000.0,26000.0,24,1995-12-07,178,72,1919.0,Bristol City,14.0,Championship,2.0,SUB,19.0,,2017-08-08,2021.0,46,Sweden,,,,Left,3,4,1,Medium/Medium,Lean (170-185),No,8300000.0,,"Early Crosser, Technical Dribbler (AI)",85.0,57.0,68.0,75.0,37.0,51.0,80,56,30,65,57,76,73,60,53,73,89,82,85,66,74,60,58,69,49,56,32,26,59,73,46,60.0,38,48,31,11,7,10,16,14,,61+2,61+2,61+2,71,67,67,67,71,69+2,69+2,69+2,71+2,63+2,63+2,63+2,71+2,59+2,51+2,51+2,51+2,59+2,55+2,43+2,43+2,43+2,55+2,18+2,60.128161,18.643501,MID
202686,https://sofifa.com/player/202686/nahki-wells/210002,21.0,2.0,2020-09-23,N. Wells,Nahki Wells,ST,72,72,2300000.0,33000.0,30,1990-06-01,170,69,1919.0,Bristol City,14.0,Championship,2.0,RS,21.0,,2020-01-30,2023.0,68,Bermuda,,,,Right,3,3,1,High/Medium,Lean (170-),Yes,5700000.0,,Power Free-Kick,75.0,72.0,63.0,71.0,44.0,63.0,60,76,70,65,68,68,67,65,53,72,77,74,79,72,79,69,64,69,57,67,68,49,77,69,70,69.0,35,43,35,10,6,13,11,7,,72,72,72,71,72,72,72,71,70+2,70+2,70+2,69+2,65+2,65+2,65+2,69+2,58+2,56+2,56+2,56+2,58+2,56+2,53+2,53+2,53+2,56+2,16+2,0.0,0.0,FWD
193900,https://sofifa.com/player/193900/jack-hunt/210002,21.0,2.0,2020-09-23,J. Hunt,Jack Paul Hunt,"RWB, RB",71,71,1600000.0,25000.0,29,1990-12-06,175,71,1919.0,Bristol City,14.0,Championship,2.0,RWB,2.0,,2018-07-06,2021.0,14,England,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,3800000.0,,"Early Crosser, Speed Dribbler (AI)",81.0,52.0,63.0,68.0,66.0,69.0,73,47,59,64,32,68,70,29,60,66,83,79,72,66,72,70,82,77,64,50,66,65,59,58,48,67.0,66,69,65,15,15,6,14,8,,61+2,61+2,61+2,65,63,63,63,65,63+2,63+2,63+2,67+2,63+2,63+2,63+2,67+2,69+2,66+2,66+2,66+2,69+2,69+2,66+2,66+2,66+2,69+2,18+2,51.509865,-0.118092,DEF
189403,https://sofifa.com/player/189403/nathan-baker/210002,21.0,2.0,2020-09-23,N. Baker,Nathan Baker,CB,71,71,1600000.0,25000.0,29,1991-04-23,189,82,1919.0,Bristol City,14.0,Championship,2.0,SUB,6.0,,2017-07-28,2021.0,14,England,,,,Left,2,2,1,Low/High,Normal (185+),Yes,3800000.0,,"Injury Prone, Dives Into Tackles (AI)",52.0,34.0,44.0,43.0,71.0,77.0,44,30,72,54,30,36,41,20,51,48,51,52,46,70,48,59,72,62,82,19,84,71,23,27,35,55.0,70,70,74,11,6,14,9,11,,47+2,47+2,47+2,42,42,42,42,42,41+2,41+2,41+2,45+2,48+2,48+2,48+2,45+2,60+2,63+2,63+2,63+2,60+2,63+2,71,71,71,63+2,16+2,51.509865,-0.118092,DEF
194017,https://sofifa.com/player/194017/andreas-weimann/200002,20.0,2.0,2019-09-19,A. Weimann,Andreas Weimann,"RM, ST",71,71,2500000.0,27000.0,27,1991-08-05,178,76,1919.0,Bristol City,14.0,Championship,2.0,RM,14.0,,2018-07-03,2021.0,4,Austria,,,,Right,3,3,1,High/High,Normal (170-185),Yes,4700000.0,,,83.0,69.0,62.0,69.0,44.0,69.0,59,69,68,66,59,69,68,64,48,70,85,81,73,71,62,74,59,81,62,67,76,49,73,67,72,60.0,40,41,34,11,9,16,12,6,,71,71,71,70,71,71,71,70,69+2,69+2,69+2,70+1,64+2,64+2,64+2,70+1,60+2,57+2,57+2,57+2,60+2,58+2,54+2,54+2,54+2,58+2,17+2,47.516231,14.550072,MID
232755,https://sofifa.com/player/232755/jay-dasilva/220002,22.0,2.0,2021-09-23,J. Dasilva,Jay Dasilva,"LB, LWB",71,78,3600000.0,17000.0,23,1998-04-22,170,64,1919.0,Bristol City,14.0,Championship,2.0,LB,3.0,,2019-06-26,2023.0,14,England,,,,Left,3,3,1,High/Medium,Normal (170-),No,7600000.0,,"Injury Prone, Speed Dribbler (AI)",85.0,40.0,60.0,73.0,67.0,60.0,66,35,53,67,34,72,58,52,49,71,90,81,85,64,84,50,71,66,55,38,62,67,58,54,43,65.0,66,71,68,13,15,12,8,5,,57+2,57+2,57+2,65,62,62,62,65,63+2,63+2,63+2,66+2,61+2,61+2,61+2,66+2,69+2,65+2,65+2,65+2,69+2,69+2,65+2,65+2,65+2,69+2,16+2,51.509865,-0.118092,DEF
199960,https://sofifa.com/player/199960/jamie-paterson/190002,19.0,2.0,2018-08-21,J. Paterson,Jamie Paterson,"LM, CAM, RM",71,72,2800000.0,30000.0,26,1991-12-20,175,67,1919.0,Bristol City,14.0,Championship,2.0,LM,20.0,,2016-08-27,2021.0,14,England,,,,Right,4,3,1,High/Medium,Lean (170-185),No,5500000.0,,"Technical Dribbler (AI), Takes Finesse Free Kicks",81.0,67.0,69.0,73.0,34.0,46.0,72,67,57,67,57,71,67,67,63,70,84,78,89,66,77,66,72,67,41,72,27,34,65,73,64,67.0,40,21,27,14,8,12,12,7,,66+1,66+1,66+1,71,69,69,69,71,70+1,70+1,70+1,70+1,64+1,64+1,64+1,70+1,55+1,49+1,49+1,49+1,55+1,52+1,41+1,41+1,41+1,52+1,16+1,51.509865,-0.118092,MID
183454,https://sofifa.com/player/183454/eros-pisano/190002,19.0,2.0,2018-08-21,E. Pisano,Eros Pisano,RB,71,71,1600000.0,20000.0,31,1987-03-31,185,83,1919.0,Bristol City,14.0,Championship,2.0,SUB,2.0,,2017-07-01,2019.0,27,Italy,,,,Right,3,3,1,High/Medium,Normal (185+),No,2900000.0,,Power Header,68.0,43.0,59.0,65.0,71.0,76.0,69,27,75,65,47,65,63,40,61,64,66,69,71,70,62,66,75,76,79,50,71,70,59,39,55,69.0,70,72,72,12,7,15,7,13,,59+1,59+1,59+1,60,58,58,58,60,58+1,58+1,58+1,62+1,61+1,61+1,61+1,62+1,69+1,68+1,68+1,68+1,69+1,70+1,72-1,72-1,72-1,70+1,17+1,41.871941,12.56738,DEF
194017,https://sofifa.com/player/194017/andreas-weimann/190002,19.0,2.0,2018-08-21,A. Weimann,Andreas Weimann,"ST, RM, LM",71,71,2600000.0,30000.0,26,1991-08-05,178,76,1919.0,Bristol City,14.0,Championship,2.0,RS,14.0,,2018-07-03,2021.0,4,Austria,,,,Right,3,3,1,High/Medium,Normal (170-185),Yes,4900000.0,,"Beat Offside Trap, Speed Dribbler (AI)",82.0,69.0,60.0,70.0,44.0,69.0,54,66,68,68,59,70,68,64,43,70,83,82,73,71,61,76,50,81,63,69,76,49,72,63,72,60.0,40,41,34,11,9,16,12,6,,70+1,70+1,70+1,69,71,71,71,69,69+1,69+1,69+1,69+1,63+1,63+1,63+1,69+1,59+1,57+1,57+1,57+1,59+1,58+1,54+1,54+1,54+1,58+1,17+1,47.516231,14.550072,FWD
220659,https://sofifa.com/player/220659/josh-brownhill/190002,19.0,2.0,2018-08-21,J. Brownhill,Josh Brownhill,"CM, RM",71,80,3600000.0,20000.0,22,1995-12-19,178,69,1919.0,Bristol City,14.0,Championship,2.0,RCM,8.0,,2016-07-01,2021.0,14,England,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,7600000.0,,"Power Free-Kick, Long Shot Taker (AI)",73.0,65.0,67.0,69.0,64.0,74.0,65,62,64,69,50,68,58,65,67,71,70,75,70,69,71,77,74,86,69,70,70,65,70,69,40,69.0,62,67,61,8,11,12,7,9,,68+1,68+1,68+1,69,69,69,69,69,69+1,69+1,69+1,70+1,70+1,70+1,70+1,70+1,69+1,68+1,68+1,68+1,69+1,68+1,66+1,66+1,66+1,68+1,16+1,51.509865,-0.118092,MID
189403,https://sofifa.com/player/189403/nathan-baker/200002,20.0,2.0,2019-09-19,N. Baker,Nathan Baker,CB,71,71,2100000.0,25000.0,28,1991-04-23,189,82,1919.0,Bristol City,14.0,Championship,2.0,SUB,6.0,,2017-07-28,2021.0,14,England,,,,Left,2,2,1,Low/High,Normal (185+),Yes,4000000.0,,"Injury Prone, Dives Into Tackles (AI)",52.0,34.0,42.0,38.0,70.0,77.0,44,30,72,54,30,26,41,20,40,48,51,52,46,70,48,59,72,62,82,19,84,68,23,27,35,53.0,70,70,72,11,6,14,9,11,,46+2,46+2,46+2,40,41,41,41,40,40+2,40+2,40+2,43+2,45+2,45+2,45+2,43+2,59+2,61+2,61+2,61+2,59+2,62+2,70+1,70+1,70+1,62+2,16+2,51.509865,-0.118092,DEF
205054,/player/205054/kal-naismith/230002,23.0,2.0,2022-09-26,K. Naismith,Kal Naismith,"CB, LB",71,71,1500000.0,20000.0,30,1992-02-18,185,78,1919.0,Bristol City,14.0,Championship,2.0,CB,4.0,,2022-07-01,2025.0,42,Scotland,,,,Left,3,3,1,High/Medium,Normal (185+),No,2900000.0,,Long Passer (AI),67.0,65.0,65.0,67.0,70.0,77.0,68,63,70,64,45,67,68,74,61,64,69,66,74,69,74,73,81,79,78,71,73,70,52,64,59,64.0,70,71,69,9,12,6,10,7,,65+2,65+2,65+2,65,64,64,64,65,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,69+2,71,71,71,69+2,16+2,56.490671,-4.202646,DEF
199383,/player/199383/timm-klose/230002,23.0,2.0,2022-09-26,T. Klose,Timm Klose,CB,71,71,600000.0,20000.0,34,1988-05-09,194,85,1919.0,Bristol City,14.0,Championship,2.0,SUB,25.0,,2022-01-27,2023.0,47,Switzerland,,,,Right,3,2,1,Low/Medium,Lean (185+),Yes,1100000.0,#Aerial Threat,Power Header,32.0,38.0,54.0,38.0,74.0,67.0,34,29,78,66,32,28,38,26,69,45,31,32,28,68,29,64,56,34,83,35,70,73,40,54,30,75.0,73,74,71,15,10,11,15,10,,49+2,49+2,49+2,41,45,45,45,41,46+2,46+2,46+2,43+2,55+2,55+2,55+2,43+2,55+2,66+2,66+2,66+2,55+2,59+2,71,71,71,59+2,19+2,46.818188,8.227512,DEF
194017,https://sofifa.com/player/194017/andreas-weimann/210002,21.0,2.0,2020-09-23,A. Weimann,Andreas Weimann,"ST, CAM, CM",71,71,1900000.0,30000.0,28,1991-08-05,178,76,1919.0,Bristol City,14.0,Championship,2.0,LCM,14.0,,2018-07-03,2021.0,4,Austria,,,,Right,3,3,1,High/High,Normal (170-185),Yes,4600000.0,#Engine,Speed Dribbler (AI),83.0,70.0,62.0,71.0,45.0,71.0,59,70,68,66,59,71,68,64,48,69,85,81,76,71,68,74,60,87,63,67,76,52,73,67,72,63.0,40,41,34,11,9,16,12,6,,71,71,71,71,71,71,71,71,69+2,69+2,69+2,70+1,65+2,65+2,65+2,70+1,61+2,58+2,58+2,58+2,61+2,59+2,54+2,54+2,54+2,59+2,17+2,47.516231,14.550072,FWD
170286,https://sofifa.com/player/170286/scott-golbourne/170002,17.0,2.0,2016-09-20,S. Golbourne,Scott Golbourne,LB,71,71,1300000.0,30000.0,28,1988-02-29,175,77,1919.0,Bristol City,14.0,Championship,2.0,LB,13.0,,2016-01-28,2018.0,14,England,,,,Left,3,2,1,High/Medium,Normal (170-185),No,,,,76.0,32.0,62.0,68.0,68.0,75.0,68,33,65,68,24,67,30,43,64,66,77,76,75,60,76,29,76,85,77,25,55,63,55,58,42,65.0,70,70,70,7,14,13,10,15,,54+1,54+1,54+1,61,58,58,58,61,60+1,60+1,60+1,65+1,63+1,63+1,63+1,65+1,70+1,67+1,67+1,67+1,70+1,70+1,68+1,68+1,68+1,70+1,17+1,51.509865,-0.118092,DEF
188625,https://sofifa.com/player/188625/joel-ekstrand/170002,17.0,2.0,2016-09-20,J. Ekstrand,Joel Ekstrand,CB,71,71,1300000.0,30000.0,27,1989-02-04,188,77,1919.0,Bristol City,14.0,Championship,2.0,SUB,5.0,,2016-09-06,2017.0,46,Sweden,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,,,Injury Prone,49.0,32.0,53.0,50.0,72.0,72.0,45,27,67,61,25,43,35,40,55,60,42,55,48,69,50,40,60,65,74,36,77,68,27,53,41,74.0,73,74,72,14,10,16,16,16,,46+1,46+1,46+1,47,47,47,47,47,50+1,50+1,50+1,50+1,56+1,56+1,56+1,50+1,62+1,66+1,66+1,66+1,62+1,64+1,70+1,70+1,70+1,64+1,20+1,60.128161,18.643501,DEF
202408,https://sofifa.com/player/202408/aden-flint/170002,17.0,2.0,2016-09-20,A. Flint,Aden Flint,CB,71,73,1600000.0,30000.0,26,1989-07-11,197,83,1919.0,Bristol City,14.0,Championship,2.0,RCB,4.0,,2013-06-11,2019.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,,"#Aerial Threat, #Strength","Injury Free, Power Header",50.0,41.0,38.0,39.0,71.0,79.0,18,45,78,50,19,31,24,25,43,52,48,52,31,61,27,60,60,67,86,23,79,66,32,42,38,59.0,69,74,71,13,10,8,10,11,,51+1,51+1,51+1,41,45,45,45,41,43+1,43+1,43+1,43+1,49+1,49+1,49+1,43+1,56+1,62+1,62+1,62+1,56+1,60+1,70+1,70+1,70+1,60+1,16+1,51.509865,-0.118092,DEF
